"openzipkin/zipkin","19816eb57c051b9ad68cff2dee52882d27da3513","1498860000","1.19","1.8","1.8","zipkin.benchmarks.SpanBenchmarks.buildLocalSpan","10","10","","1000000000","1000000000","","TIME_SET","TIME_SET","BOTH_UNSET","5","5","","1000000000","1000000000","","TIME_SET","TIME_SET","BOTH_UNSET","3","3","","","","","true","true","","false","false","","false","false","","false","false","","","0","false","false","false","false","false","","","0","0","zipkin.Span","false","22cb6499d4c8ca4da230a4752d099f0000840d6be27451b57eac7331a2d455fb"
"openzipkin/zipkin","19816eb57c051b9ad68cff2dee52882d27da3513","1498860000","1.19","1.8","1.8","zipkin.benchmarks.SpanBenchmarks.buildClientOnlySpan","10","10","","1000000000","1000000000","","TIME_SET","TIME_SET","BOTH_UNSET","5","5","","1000000000","1000000000","","TIME_SET","TIME_SET","BOTH_UNSET","3","3","","","","","true","true","","false","false","","false","false","","false","false","","","0","false","false","false","false","false","","","0","0","zipkin.Span","false","ef500c7be3cc7f635a91333f959d966c5682710f9da3cf8dea9e6526df4741f3"
"openzipkin/zipkin","19816eb57c051b9ad68cff2dee52882d27da3513","1498860000","1.19","1.8","1.8","zipkin.benchmarks.SpanBenchmarks.buildClientOnlySpan_clear","10","10","","1000000000","1000000000","","TIME_SET","TIME_SET","BOTH_UNSET","5","5","","1000000000","1000000000","","TIME_SET","TIME_SET","BOTH_UNSET","3","3","","","","","true","true","","false","false","","false","false","","false","false","","","0","false","false","false","false","false","","","0","0","zipkin.Span","false","345dac5b15584f80ee2327e8ff99ed41e0a8c3c9e845a4c1beefa66a215ab390"
"openzipkin/zipkin","19816eb57c051b9ad68cff2dee52882d27da3513","1498860000","1.19","1.8","1.8","zipkin.benchmarks.SpanBenchmarks.buildRpcSpan","10","10","","1000000000","1000000000","","TIME_SET","TIME_SET","BOTH_UNSET","5","5","","1000000000","1000000000","","TIME_SET","TIME_SET","BOTH_UNSET","3","3","","","","","true","true","","false","false","","false","false","","false","false","","","0","false","false","false","false","false","","","0","0","zipkin.Span","false","fb9a9f923869e97d2f4de0a61724bfdb39346a3600e828d913a10498c50ea176"
"openzipkin/zipkin","19816eb57c051b9ad68cff2dee52882d27da3513","1498860000","1.19","1.8","1.8","zipkin.benchmarks.CodecBenchmarks.readLocalSpan_json_zipkin","10","10","","1000000000","1000000000","","TIME_SET","TIME_SET","BOTH_UNSET","5","5","","1000000000","1000000000","","TIME_SET","TIME_SET","BOTH_UNSET","3","3","","","","","false","false","","true","true","","false","false","","false","false","","","0","false","false","false","false","false","","","0","0","zipkin.Span","false","a4f46c0c1579bbde346dff265a564b5960a7e21b74edfeebaffee9e9f94562f5"
"openzipkin/zipkin","19816eb57c051b9ad68cff2dee52882d27da3513","1498860000","1.19","1.8","1.8","zipkin.benchmarks.CodecBenchmarks.readLocalSpan_thrift_zipkin","10","10","","1000000000","1000000000","","TIME_SET","TIME_SET","BOTH_UNSET","5","5","","1000000000","1000000000","","TIME_SET","TIME_SET","BOTH_UNSET","3","3","","","","","false","false","","true","true","","false","false","","false","false","","","0","false","false","false","false","false","","","0","0","zipkin.Span","false","d49669e5deb521a6a8bbe14b666d7e0efbe5141280d6b8bc82f8a4cdb9213b47"
"openzipkin/zipkin","19816eb57c051b9ad68cff2dee52882d27da3513","1498860000","1.19","1.8","1.8","zipkin.benchmarks.CodecBenchmarks.readLocalSpan_thrift_libthrift","10","10","","1000000000","1000000000","","TIME_SET","TIME_SET","BOTH_UNSET","5","5","","1000000000","1000000000","","TIME_SET","TIME_SET","BOTH_UNSET","3","3","","","","","false","false","","true","true","","false","false","","false","false","","","0","false","false","false","false","false","","","0","0","zipkin.Span","false","d0cfbc34bd472735c4e72d596653a4818cafaec156f5020ea3c80570f37eb778"
"openzipkin/zipkin","19816eb57c051b9ad68cff2dee52882d27da3513","1498860000","1.19","1.8","1.8","zipkin.benchmarks.CodecBenchmarks.writeLocalSpan_json_zipkin","10","10","","1000000000","1000000000","","TIME_SET","TIME_SET","BOTH_UNSET","5","5","","1000000000","1000000000","","TIME_SET","TIME_SET","BOTH_UNSET","3","3","","","","","false","false","","true","true","","false","false","","false","false","","","0","false","false","false","false","false","","","0","0","byte[]","false","a78c7062370d5b2ab39226ec7091202ecaa642101b1a17fbdeaa77912496eb06"
"openzipkin/zipkin","19816eb57c051b9ad68cff2dee52882d27da3513","1498860000","1.19","1.8","1.8","zipkin.benchmarks.CodecBenchmarks.writeLocalSpan_thrift_zipkin","10","10","","1000000000","1000000000","","TIME_SET","TIME_SET","BOTH_UNSET","5","5","","1000000000","1000000000","","TIME_SET","TIME_SET","BOTH_UNSET","3","3","","","","","false","false","","true","true","","false","false","","false","false","","","0","false","false","false","false","false","","","0","0","byte[]","false","d6ea532d9ea96608ee124081c31cc2c050181c9a4ccfb368a1e0ab22e6272ced"
"openzipkin/zipkin","19816eb57c051b9ad68cff2dee52882d27da3513","1498860000","1.19","1.8","1.8","zipkin.benchmarks.CodecBenchmarks.writeLocalSpan_thrift_libthrift","10","10","","1000000000","1000000000","","TIME_SET","TIME_SET","BOTH_UNSET","5","5","","1000000000","1000000000","","TIME_SET","TIME_SET","BOTH_UNSET","3","3","","","","","false","false","","true","true","","false","false","","false","false","","","0","false","false","false","false","false","","","0","0","byte[]","false","96162d3e889312599c8f32a9c55adb287177ab6aac44012556feea8e40425303"
